datetime,temperature,relative_humidity,precipitation,wind_speed,cloud_cover,surface_pressure
2022-05-20 13:00:00,37.0,11,0.0,5.0,0,1008.8
2022-05-20 14:00:00,37.8,10,0.0,7.7,0,1008.0
2022-05-20 15:00:00,37.2,10,0.0,6.7,0,1007.8
2022-05-20 16:00:00,37.3,10,0.0,9.0,0,1007.1
2022-05-20 17:00:00,36.7,10,0.0,9.2,65,1006.6
2022-05-20 18:00:00,35.9,10,0.0,8.7,60,1006.4
2022-05-20 19:00:00,34.4,11,0.0,4.0,50,1006.4
2022-05-20 20:00:00,27.6,40,0.0,28.3,0,1007.6
2022-05-20 21:00:00,25.7,46,0.0,22.0,6,1009.4
2022-05-20 22:00:00,24.0,53,0.0,22.2,0,1010.0
2022-05-20 23:00:00,22.8,61,0.0,20.4,0,1010.4
2022-05-21 00:00:00,21.6,70,0.0,17.8,0,1010.7
2022-05-21 01:00:00,20.9,78,0.0,17.1,0,1010.7
2022-05-21 02:00:00,20.3,82,0.0,15.5,33,1010.5
2022-05-21 03:00:00,20.0,85,0.0,15.5,86,1010.3
2022-05-21 04:00:00,19.6,87,0.0,14.8,100,1010.3
2022-05-21 05:00:00,19.5,86,0.0,14.5,100,1010.2
2022-05-21 06:00:00,19.4,84,0.0,14.0,100,1010.4
2022-05-21 07:00:00,19.6,82,0.0,14.3,100,1010.8
2022-05-21 08:00:00,20.5,75,0.0,13.8,100,1010.9
2022-05-21 09:00:00,22.5,63,0.0,13.3,73,1011.3
2022-05-21 10:00:00,24.7,52,0.0,12.8,59,1011.1
2022-05-21 11:00:00,26.7,44,0.0,14.2,91,1010.9
2022-05-21 12:00:00,28.5,37,0.0,15.1,28,1010.7
2022-05-21 13:00:00,30.0,32,0.0,15.5,0,1010.3
2022-05-21 14:00:00,31.1,28,0.0,16.2,0,1009.7
2022-05-21 15:00:00,29.9,32,0.0,15.8,0,1009.7
2022-05-21 16:00:00,30.4,30,0.0,17.2,0,1009.2
2022-05-21 17:00:00,29.8,29,0.0,17.6,0,1008.8
2022-05-21 18:00:00,29.0,28,0.0,16.9,6,1008.6
2022-05-21 19:00:00,27.5,31,0.0,16.4,0,1008.9
2022-05-21 20:00:00,25.5,35,0.0,16.4,0,1009.4
2022-05-21 21:00:00,24.1,36,0.0,17.3,24,1010.1
2022-05-21 22:00:00,22.6,37,0.0,16.3,0,1010.9
2022-05-21 23:00:00,21.2,40,0.0,12.0,6,1011.3
2022-05-22 00:00:00,20.0,43,0.0,8.7,1,1011.2
2022-05-22 01:00:00,18.7,49,0.0,5.5,0,1011.2
2022-05-22 02:00:00,18.0,53,0.0,6.5,0,1011.0
2022-05-22 03:00:00,17.7,56,0.0,6.3,0,1010.3
2022-05-22 04:00:00,17.0,61,0.0,6.8,0,1010.3
2022-05-22 05:00:00,16.5,65,0.0,6.2,0,1010.1
2022-05-22 06:00:00,15.1,72,0.0,8.6,0,1010.4
2022-05-22 07:00:00,17.5,63,0.0,7.0,0,1010.8
2022-05-22 08:00:00,20.0,54,0.0,8.5,0,1010.9
2022-05-22 09:00:00,22.4,42,0.0,12.6,0,1011.0
2022-05-22 10:00:00,24.4,31,0.0,17.7,0,1010.9
2022-05-22 11:00:00,25.5,30,0.0,18.8,0,1010.9
2022-05-22 12:00:00,27.0,27,0.0,21.4,0,1010.5
2022-05-22 13:00:00,27.9,25,0.0,22.7,0,1010.1
2022-05-22 14:00:00,28.7,27,0.0,21.0,0,1009.5
2022-05-22 15:00:00,29.1,26,0.0,19.4,1,1009.0
2022-05-22 16:00:00,29.2,22,0.0,21.7,0,1008.8
2022-05-22 17:00:00,28.7,22,0.0,21.6,0,1008.6
2022-05-22 18:00:00,27.8,22,0.0,20.9,0,1008.9
2022-05-22 19:00:00,26.9,23,0.0,19.4,1,1009.2
2022-05-22 20:00:00,25.4,27,0.0,16.6,0,1009.7
2022-05-22 21:00:00,24.0,33,0.0,13.2,0,1010.3
2022-05-22 22:00:00,23.0,36,0.0,9.1,0,1010.9
2022-05-22 23:00:00,22.0,41,0.0,7.9,0,1010.8
2022-05-23 00:00:00,20.1,48,0.0,6.6,0,1010.8
2022-05-23 01:00:00,18.8,56,0.0,8.9,0,1010.7
2022-05-23 02:00:00,18.6,60,0.0,7.6,0,1010.5
2022-05-23 03:00:00,17.5,72,0.0,7.9,0,1010.3
2022-05-23 04:00:00,17.1,77,0.0,6.4,0,1009.9
2022-05-23 05:00:00,16.2,84,0.0,8.3,0,1009.9
2022-05-23 06:00:00,15.8,88,0.0,8.7,0,1009.8
2022-05-23 07:00:00,18.2,76,0.0,4.7,0,1010.3
2022-05-23 08:00:00,20.8,62,0.0,3.7,0,1010.8
2022-05-23 09:00:00,23.7,49,0.0,5.9,0,1011.0
2022-05-23 10:00:00,26.4,36,0.0,8.4,0,1011.0
2022-05-23 11:00:00,28.9,26,0.0,11.2,0,1010.8
2022-05-23 12:00:00,30.6,21,0.0,14.6,0,1010.5
2022-05-23 13:00:00,31.8,18,0.0,15.8,0,1009.9
2022-05-23 14:00:00,32.7,16,0.0,16.7,0,1009.1
2022-05-23 15:00:00,32.4,16,0.0,16.2,0,1008.3
2022-05-23 16:00:00,32.8,15,0.0,16.9,0,1007.8
2022-05-23 17:00:00,32.3,15,0.0,17.9,0,1007.5
2022-05-23 18:00:00,31.5,16,0.0,18.2,0,1007.6
2022-05-23 19:00:00,29.8,18,0.0,18.0,0,1008.0
2022-05-23 20:00:00,27.6,24,0.0,15.0,0,1008.5
2022-05-23 21:00:00,26.2,28,0.0,13.2,0,1009.2
2022-05-23 22:00:00,24.8,33,0.0,12.5,0,1009.7
2022-05-23 23:00:00,23.3,41,0.0,10.4,0,1010.0
2022-05-24 00:00:00,21.8,49,0.0,8.2,0,1010.2
2022-05-24 01:00:00,20.3,58,0.0,6.2,0,1010.2
2022-05-24 02:00:00,18.7,69,0.0,6.0,0,1010.1
2022-05-24 03:00:00,18.7,74,0.0,5.7,0,1009.6
2022-05-24 04:00:00,18.0,81,0.0,5.4,0,1009.8
2022-05-24 05:00:00,16.8,91,0.0,7.2,0,1009.7
2022-05-24 06:00:00,17.9,87,0.0,3.9,0,1009.9
2022-05-24 07:00:00,18.2,86,0.0,1.8,0,1010.5
2022-05-24 08:00:00,20.6,74,0.0,1.9,0,1010.9
2022-05-24 09:00:00,23.4,59,0.0,2.5,0,1011.0
2022-05-24 10:00:00,26.6,43,0.0,3.6,0,1010.8
2022-05-24 11:00:00,29.6,31,0.0,5.0,0,1010.8
2022-05-24 12:00:00,32.2,22,0.0,6.2,0,1010.3
2022-05-24 13:00:00,34.1,18,0.0,8.7,0,1009.6
2022-05-24 14:00:00,35.1,15,0.0,10.7,0,1009.0
2022-05-24 15:00:00,34.2,16,0.0,13.0,0,1009.0
2022-05-24 16:00:00,34.9,16,0.0,13.0,0,1008.3
2022-05-24 17:00:00,34.8,16,0.0,12.3,0,1007.9
2022-05-24 18:00:00,34.5,16,0.0,11.5,0,1007.7
2022-05-24 19:00:00,32.9,17,0.0,17.8,0,1008.0
2022-05-24 20:00:00,30.0,20,0.0,18.8,0,1008.8
2022-05-24 21:00:00,28.2,22,0.0,17.3,0,1009.9
2022-05-24 22:00:00,26.4,27,0.0,14.2,0,1011.0
2022-05-24 23:00:00,24.9,34,0.0,8.4,0,1011.7
2022-05-25 00:00:00,23.8,41,0.0,8.8,0,1011.8
2022-05-25 01:00:00,22.7,49,0.0,9.0,0,1011.5
2022-05-25 02:00:00,21.6,56,0.0,7.6,0,1011.4
2022-05-25 03:00:00,21.0,59,0.0,8.6,0,1011.2
2022-05-25 04:00:00,20.3,65,0.0,8.7,0,1011.2
2022-05-25 05:00:00,19.4,71,0.0,6.8,0,1011.4
2022-05-25 06:00:00,18.6,78,0.0,6.1,0,1011.7
2022-05-25 07:00:00,19.7,74,0.0,8.0,0,1012.2
2022-05-25 08:00:00,22.1,63,0.0,7.7,0,1012.3
2022-05-25 09:00:00,24.9,51,0.0,8.7,0,1012.6
2022-05-25 10:00:00,27.8,38,0.0,8.9,0,1012.6
2022-05-25 11:00:00,30.5,29,0.0,9.2,0,1012.2
2022-05-25 12:00:00,32.7,22,0.0,9.2,0,1011.9
2022-05-25 13:00:00,34.4,18,0.0,8.4,0,1011.3
2022-05-25 14:00:00,35.5,15,0.0,8.9,0,1010.5
2022-05-25 15:00:00,34.8,17,0.0,13.3,0,1010.3
2022-05-25 16:00:00,35.0,18,0.0,15.9,0,1009.8
2022-05-25 17:00:00,34.7,19,0.0,15.9,0,1009.4
2022-05-25 18:00:00,34.1,21,0.0,16.5,0,1009.5
2022-05-25 19:00:00,32.0,22,0.0,22.9,0,1010.1
2022-05-25 20:00:00,29.9,23,0.0,22.1,0,1011.3
2022-05-25 21:00:00,28.5,25,0.0,21.4,0,1012.4
2022-05-25 22:00:00,27.0,30,0.0,18.2,0,1013.5
2022-05-25 23:00:00,25.6,34,0.0,15.9,0,1013.9
2022-05-26 00:00:00,24.3,39,0.0,13.6,0,1014.1
2022-05-26 01:00:00,23.1,46,0.0,12.1,0,1013.7
2022-05-26 02:00:00,22.0,52,0.0,10.2,0,1013.4
2022-05-26 03:00:00,21.4,58,0.0,10.5,0,1012.9
2022-05-26 04:00:00,20.8,63,0.0,9.1,0,1012.7
2022-05-26 05:00:00,20.0,70,0.0,7.6,0,1012.6
2022-05-26 06:00:00,19.4,76,0.0,9.0,0,1012.9
2022-05-26 07:00:00,20.2,75,0.0,8.6,0,1013.5
2022-05-26 08:00:00,22.1,68,0.0,9.0,0,1013.6
2022-05-26 09:00:00,24.6,56,0.0,9.7,0,1013.7
2022-05-26 10:00:00,27.6,41,0.0,11.0,0,1013.6
2022-05-26 11:00:00,30.4,30,0.0,13.4,0,1013.1
2022-05-26 12:00:00,32.8,23,0.0,15.2,0,1012.6
2022-05-26 13:00:00,34.6,18,0.0,16.5,0,1011.8
2022-05-26 14:00:00,35.8,16,0.0,17.6,0,1010.7
2022-05-26 15:00:00,35.3,17,0.0,19.0,0,1010.3
2022-05-26 16:00:00,35.8,16,0.0,19.9,0,1009.8
2022-05-26 17:00:00,35.4,16,0.0,21.3,0,1009.3
2022-05-26 18:00:00,34.1,18,0.0,22.7,0,1009.2
2022-05-26 19:00:00,32.3,21,0.0,21.3,0,1009.6
2022-05-26 20:00:00,30.3,25,0.0,18.9,0,1010.1
2022-05-26 21:00:00,28.9,28,0.0,17.9,0,1010.9
2022-05-26 22:00:00,27.7,30,0.0,15.7,0,1011.5
2022-05-26 23:00:00,26.4,33,0.0,14.4,0,1011.6
2022-05-27 00:00:00,25.2,37,0.0,13.0,0,1011.7
2022-05-27 01:00:00,24.0,43,0.0,11.6,0,1011.5
2022-05-27 02:00:00,22.7,52,0.0,10.4,0,1011.2
2022-05-27 03:00:00,22.2,57,0.0,9.7,0,1011.3
2022-05-27 04:00:00,21.5,64,0.0,9.4,0,1011.1
2022-05-27 05:00:00,20.7,71,0.0,7.2,0,1011.0
2022-05-27 06:00:00,19.8,77,0.0,5.4,0,1010.9
2022-05-27 07:00:00,21.1,73,0.0,8.9,0,1010.9
2022-05-27 08:00:00,23.3,65,0.0,11.4,0,1010.7
2022-05-27 09:00:00,26.3,50,0.0,11.6,0,1010.7
2022-05-27 10:00:00,29.3,39,0.0,10.5,0,1010.4
2022-05-27 11:00:00,31.9,30,0.0,11.9,0,1009.9
2022-05-27 12:00:00,34.2,23,0.0,14.4,0,1009.2
2022-05-27 13:00:00,35.9,18,0.0,16.1,0,1008.5
2022-05-27 14:00:00,37.1,16,0.0,17.4,0,1007.7
2022-05-27 15:00:00,36.7,15,0.0,19.3,0,1007.4
2022-05-27 16:00:00,37.3,14,0.0,20.4,0,1006.7
2022-05-27 17:00:00,36.4,15,0.0,23.1,0,1006.5
2022-05-27 18:00:00,35.1,16,0.0,22.7,0,1006.5
2022-05-27 19:00:00,33.7,18,0.0,20.0,0,1006.8
2022-05-27 20:00:00,31.8,21,0.0,16.6,0,1007.4
2022-05-27 21:00:00,30.4,23,0.0,14.7,0,1008.0
2022-05-27 22:00:00,29.1,26,0.0,12.7,0,1008.4
2022-05-27 23:00:00,27.4,30,0.0,9.8,0,1008.6
2022-05-28 00:00:00,26.0,34,0.0,9.9,0,1008.8
2022-05-28 01:00:00,24.8,37,0.0,9.3,0,1008.6
2022-05-28 02:00:00,23.6,44,0.0,8.1,0,1008.4
2022-05-28 03:00:00,22.9,49,0.0,7.2,0,1008.2
2022-05-28 04:00:00,22.1,55,0.0,5.5,0,1008.0
2022-05-28 05:00:00,21.3,64,0.0,6.4,0,1007.8
2022-05-28 06:00:00,20.4,76,0.0,6.0,0,1007.8
2022-05-28 07:00:00,21.6,76,0.0,6.3,0,1008.2
2022-05-28 08:00:00,23.7,68,0.0,6.6,0,1008.4
2022-05-28 09:00:00,26.3,56,0.0,7.6,0,1008.4
2022-05-28 10:00:00,29.5,42,0.0,8.8,0,1008.0
2022-05-28 11:00:00,32.8,31,0.0,10.4,0,1007.6
2022-05-28 12:00:00,35.6,21,0.0,12.3,0,1007.1
2022-05-28 13:00:00,37.3,16,0.0,13.8,0,1006.5
2022-05-28 14:00:00,38.4,14,0.0,13.1,0,1005.8
2022-05-28 15:00:00,37.4,15,0.0,14.8,0,1005.9
2022-05-28 16:00:00,38.0,13,0.0,14.5,0,1005.5
2022-05-28 17:00:00,37.8,13,0.0,14.8,0,1005.1
2022-05-28 18:00:00,37.1,13,0.0,15.5,0,1004.8
2022-05-28 19:00:00,36.0,13,0.0,14.8,0,1005.0
2022-05-28 20:00:00,33.6,15,0.0,16.9,0,1005.9
2022-05-28 21:00:00,31.9,17,0.0,17.4,0,1006.8
2022-05-28 22:00:00,30.1,22,0.0,13.4,0,1007.8
2022-05-28 23:00:00,28.4,26,0.0,10.5,0,1008.3
2022-05-29 00:00:00,26.7,30,0.0,8.1,0,1008.4
2022-05-29 01:00:00,25.1,35,0.0,6.1,0,1008.4
2022-05-29 02:00:00,23.8,40,0.0,6.2,0,1008.1
2022-05-29 03:00:00,23.3,46,0.0,7.7,0,1008.1
2022-05-29 04:00:00,22.4,53,0.0,7.8,0,1008.0
2022-05-29 05:00:00,21.5,61,0.0,6.6,0,1008.0
2022-05-29 06:00:00,20.2,70,0.0,5.4,0,1008.2
2022-05-29 07:00:00,21.8,65,0.0,6.1,0,1008.5
2022-05-29 08:00:00,24.7,49,0.0,5.1,0,1008.9
2022-05-29 09:00:00,28.0,37,0.0,5.9,0,1008.9
2022-05-29 10:00:00,31.4,27,0.0,7.4,0,1008.8
2022-05-29 11:00:00,34.3,20,0.0,8.7,0,1008.7
2022-05-29 12:00:00,36.5,15,0.0,10.7,0,1008.4
2022-05-29 13:00:00,38.0,12,0.0,11.8,0,1008.0
2022-05-29 14:00:00,38.8,11,0.0,11.0,0,1007.3
2022-05-29 15:00:00,38.6,11,0.0,9.7,0,1007.1
2022-05-29 16:00:00,39.3,11,0.0,9.0,0,1006.8
2022-05-29 17:00:00,39.2,11,0.0,9.7,0,1006.0
2022-05-29 18:00:00,38.4,11,0.0,14.3,0,1005.9
2022-05-29 19:00:00,37.1,12,0.0,15.5,0,1006.0
2022-05-29 20:00:00,34.9,14,0.0,12.4,0,1006.2
2022-05-29 21:00:00,32.8,20,0.0,22.0,0,1007.0
2022-05-29 22:00:00,31.2,24,0.0,18.6,0,1008.1
2022-05-29 23:00:00,29.6,28,0.0,15.1,0,1008.7
2022-05-30 00:00:00,28.0,33,0.0,11.4,0,1008.9
2022-05-30 01:00:00,26.4,38,0.0,8.9,0,1009.0
2022-05-30 02:00:00,25.1,42,0.0,8.2,0,1008.7
2022-05-30 03:00:00,24.6,46,0.0,8.9,0,1008.5
2022-05-30 04:00:00,23.7,49,0.0,8.7,0,1008.2
2022-05-30 05:00:00,22.9,53,0.0,7.7,0,1008.2
2022-05-30 06:00:00,22.3,55,0.0,7.4,0,1008.4
2022-05-30 07:00:00,23.6,51,0.0,9.4,0,1008.7
2022-05-30 08:00:00,26.8,40,0.0,8.1,0,1009.3
2022-05-30 09:00:00,30.6,28,0.0,10.8,0,1009.3
2022-05-30 10:00:00,34.0,18,0.0,12.1,0,1008.9
2022-05-30 11:00:00,36.3,13,0.0,10.7,0,1008.7
2022-05-30 12:00:00,38.0,11,0.0,9.9,0,1008.6
2022-05-30 13:00:00,39.3,10,0.0,9.5,0,1008.2
2022-05-30 14:00:00,40.3,9,0.0,10.3,0,1007.5
2022-05-30 15:00:00,40.8,9,0.0,10.5,0,1007.0
2022-05-30 16:00:00,41.4,9,0.0,14.8,0,1006.5
2022-05-30 17:00:00,40.9,9,0.0,16.6,0,1006.0
2022-05-30 18:00:00,40.1,9,0.0,15.2,0,1005.9
2022-05-30 19:00:00,38.9,10,0.0,10.6,0,1006.1
2022-05-30 20:00:00,36.3,12,0.0,15.2,0,1006.7
2022-05-30 21:00:00,34.0,16,0.0,16.9,0,1007.9
2022-05-30 22:00:00,32.3,17,0.0,16.0,0,1008.7
2022-05-30 23:00:00,30.4,23,0.0,13.7,0,1009.2
2022-05-31 00:00:00,28.6,29,0.0,12.8,0,1009.5
2022-05-31 01:00:00,27.0,35,0.0,12.6,0,1009.4
2022-05-31 02:00:00,25.6,41,0.0,11.2,0,1009.3
2022-05-31 03:00:00,24.9,44,0.0,10.1,0,1008.9
2022-05-31 04:00:00,24.2,47,0.0,9.4,0,1009.0
2022-05-31 05:00:00,23.4,49,0.0,8.7,0,1009.1
2022-05-31 06:00:00,22.6,54,0.0,7.6,0,1009.3
2022-05-31 07:00:00,23.4,58,0.0,9.3,0,1009.6
2022-05-31 08:00:00,25.0,63,0.0,10.5,0,1010.0
2022-05-31 09:00:00,27.6,54,0.0,10.1,0,1010.1
2022-05-31 10:00:00,30.3,42,0.0,9.4,0,1009.7
2022-05-31 11:00:00,33.0,32,0.0,8.7,0,1009.4
2022-05-31 12:00:00,35.2,26,0.0,8.4,0,1009.0
2022-05-31 13:00:00,37.0,22,0.0,8.7,0,1008.2
2022-05-31 14:00:00,38.4,18,0.0,9.5,0,1007.4
2022-05-31 15:00:00,37.2,18,0.0,13.5,0,1007.5
2022-05-31 16:00:00,37.7,15,0.0,14.2,0,1006.9
2022-05-31 17:00:00,37.1,15,0.0,16.4,0,1006.5
2022-05-31 18:00:00,35.5,17,0.0,18.7,0,1006.4
2022-05-31 19:00:00,33.0,21,0.0,21.3,0,1006.8
2022-05-31 20:00:00,30.3,27,0.0,20.4,0,1007.5
2022-05-31 21:00:00,28.6,32,0.0,19.2,0,1008.4
2022-05-31 22:00:00,27.1,38,0.0,16.3,0,1009.3
2022-05-31 23:00:00,25.8,43,0.0,14.1,0,1009.7
2022-06-01 00:00:00,24.4,49,0.0,13.3,0,1009.6
2022-06-01 01:00:00,23.2,55,0.0,12.3,0,1009.6
2022-06-01 02:00:00,22.2,62,0.0,11.6,0,1009.5
2022-06-01 03:00:00,21.7,69,0.0,10.0,0,1008.8
2022-06-01 04:00:00,21.0,76,0.0,7.7,0,1008.7
2022-06-01 05:00:00,20.4,83,0.0,6.2,0,1008.6
2022-06-01 06:00:00,19.7,89,0.0,5.4,7,1008.4
2022-06-01 07:00:00,21.0,82,0.0,7.6,5,1008.4
2022-06-01 08:00:00,22.6,73,0.0,7.0,0,1008.3
2022-06-01 09:00:00,24.8,59,0.0,7.0,0,1008.2
2022-06-01 10:00:00,27.3,46,0.0,7.3,0,1008.0
2022-06-01 11:00:00,29.5,37,0.0,7.9,0,1007.8
2022-06-01 12:00:00,31.6,31,0.0,8.2,0,1007.4
2022-06-01 13:00:00,33.2,26,0.0,9.5,0,1006.7
2022-06-01 14:00:00,34.2,25,0.0,11.2,0,1006.0
2022-06-01 15:00:00,32.7,29,0.0,10.9,0,1006.1
2022-06-01 16:00:00,33.7,27,0.0,11.5,0,1005.5
2022-06-01 17:00:00,33.8,26,0.0,12.3,0,1004.9
2022-06-01 18:00:00,33.7,25,0.0,13.8,0,1004.6
2022-06-01 19:00:00,32.5,25,0.0,16.9,0,1004.8
2022-06-01 20:00:00,30.6,29,0.0,17.3,0,1005.4
2022-06-01 21:00:00,28.7,34,0.0,17.2,0,1006.2
2022-06-01 22:00:00,27.3,41,0.0,16.3,0,1006.9
2022-06-01 23:00:00,25.8,50,0.0,15.8,0,1007.2
2022-06-02 00:00:00,24.1,59,0.0,14.0,0,1007.1
2022-06-02 01:00:00,22.7,67,0.0,10.5,0,1007.0
2022-06-02 02:00:00,21.8,73,0.0,6.6,0,1007.0
2022-06-02 03:00:00,21.4,77,0.0,5.7,0,1006.4
2022-06-02 04:00:00,20.7,81,0.0,4.9,0,1006.1
2022-06-02 05:00:00,19.7,86,0.0,5.7,0,1005.7
2022-06-02 06:00:00,18.9,91,0.0,7.4,0,1006.0
2022-06-02 07:00:00,21.0,80,0.0,4.3,0,1006.3
2022-06-02 08:00:00,23.0,70,0.0,6.1,0,1006.7
2022-06-02 09:00:00,25.2,60,0.0,7.2,0,1006.8
2022-06-02 10:00:00,27.4,50,0.0,8.0,0,1006.7
2022-06-02 11:00:00,29.8,40,0.0,10.1,0,1006.4
2022-06-02 12:00:00,31.6,33,0.0,11.9,0,1006.0
2022-06-02 13:00:00,33.0,28,0.0,13.4,0,1005.4
2022-06-02 14:00:00,34.4,24,0.0,14.6,0,1004.8
2022-06-02 15:00:00,33.1,29,0.0,12.4,0,1005.0
2022-06-02 16:00:00,34.0,24,0.0,12.6,0,1004.4
2022-06-02 17:00:00,34.2,23,0.0,12.4,0,1003.8
2022-06-02 18:00:00,33.8,23,0.0,13.5,0,1003.5
2022-06-02 19:00:00,32.6,24,0.0,15.1,0,1003.8
2022-06-02 20:00:00,30.9,26,0.0,13.5,0,1004.3
2022-06-02 21:00:00,29.7,27,0.0,14.1,0,1005.2
2022-06-02 22:00:00,28.2,31,0.0,12.7,0,1006.1
2022-06-02 23:00:00,26.7,37,0.0,11.8,0,1006.7
2022-06-03 00:00:00,25.3,46,0.0,12.2,0,1006.8
2022-06-03 01:00:00,23.9,58,0.0,9.4,0,1006.9
2022-06-03 02:00:00,22.6,67,0.0,5.5,0,1006.8
2022-06-03 03:00:00,21.5,71,0.0,5.8,0,1006.7
2022-06-03 04:00:00,21.2,78,0.0,5.6,0,1006.6
2022-06-03 05:00:00,20.3,87,0.0,5.4,0,1006.5
2022-06-03 06:00:00,18.9,95,0.0,6.1,0,1006.6
2022-06-03 07:00:00,20.8,88,0.0,2.6,0,1007.0
2022-06-03 08:00:00,22.9,76,0.0,2.1,0,1007.6
2022-06-03 09:00:00,25.3,63,0.0,1.8,0,1008.0
2022-06-03 10:00:00,28.3,48,0.0,3.6,0,1008.2
2022-06-03 11:00:00,31.0,36,0.0,6.9,0,1008.1
2022-06-03 12:00:00,33.1,27,0.0,8.5,0,1008.0
2022-06-03 13:00:00,34.7,21,0.0,9.0,0,1007.7
2022-06-03 14:00:00,35.7,17,0.0,10.0,0,1007.2
2022-06-03 15:00:00,35.0,17,0.0,9.4,0,1006.7
2022-06-03 16:00:00,35.7,16,0.0,11.0,0,1006.4
2022-06-03 17:00:00,35.4,16,0.0,8.7,0,1005.8
2022-06-03 18:00:00,35.1,16,0.0,9.3,0,1005.6
2022-06-03 19:00:00,33.6,18,0.0,8.3,0,1005.7
2022-06-03 20:00:00,31.7,20,0.0,7.4,0,1005.9
2022-06-03 21:00:00,30.4,22,0.0,14.8,0,1006.7
2022-06-03 22:00:00,28.0,45,0.0,14.2,0,1007.8
2022-06-03 23:00:00,27.3,47,0.0,11.2,0,1008.3
2022-06-04 00:00:00,26.1,54,0.0,10.8,0,1008.5
2022-06-04 01:00:00,25.1,60,0.0,8.5,0,1008.4
2022-06-04 02:00:00,24.2,64,0.0,8.0,0,1008.1
2022-06-04 03:00:00,23.8,67,0.0,11.4,0,1007.7
2022-06-04 04:00:00,23.3,71,0.0,11.4,0,1007.5
2022-06-04 05:00:00,22.6,76,0.0,10.6,0,1007.5
2022-06-04 06:00:00,21.9,82,0.0,9.8,0,1007.5
2022-06-04 07:00:00,22.7,78,0.0,9.4,0,1007.7
2022-06-04 08:00:00,24.9,67,0.0,8.1,0,1008.0
2022-06-04 09:00:00,28.0,52,0.0,7.1,0,1007.9
2022-06-04 10:00:00,31.5,37,0.0,5.2,0,1007.7
2022-06-04 11:00:00,34.3,23,0.0,4.0,0,1007.5
2022-06-04 12:00:00,36.0,19,0.0,6.2,0,1007.3
2022-06-04 13:00:00,37.2,15,0.0,10.0,0,1007.1
2022-06-04 14:00:00,37.7,14,0.0,12.8,0,1006.7
2022-06-04 15:00:00,37.4,15,0.0,13.0,0,1006.6
2022-06-04 16:00:00,37.4,15,0.0,12.6,0,1006.3
2022-06-04 17:00:00,37.5,14,0.0,11.1,0,1005.7
2022-06-04 18:00:00,36.0,15,0.0,13.0,0,1005.8
2022-06-04 19:00:00,35.4,15,0.0,11.8,0,1005.9
2022-06-04 20:00:00,33.2,17,0.0,13.0,0,1006.4
2022-06-04 21:00:00,29.7,41,0.0,18.5,0,1007.6
2022-06-04 22:00:00,28.9,44,0.0,16.3,0,1008.2
2022-06-04 23:00:00,27.6,49,0.0,14.6,0,1008.4
2022-06-05 00:00:00,26.4,54,0.0,13.4,0,1008.3
2022-06-05 01:00:00,25.2,62,0.0,10.8,0,1008.2
2022-06-05 02:00:00,24.2,68,0.0,9.6,0,1007.8
2022-06-05 03:00:00,23.7,72,0.0,10.0,0,1007.6
2022-06-05 04:00:00,23.1,77,0.0,9.5,0,1007.7
2022-06-05 05:00:00,22.5,82,0.0,9.1,0,1007.5
2022-06-05 06:00:00,21.8,87,0.0,9.0,0,1007.7
2022-06-05 07:00:00,22.6,84,0.0,8.3,0,1008.1
2022-06-05 08:00:00,24.6,73,0.0,9.5,0,1008.3
2022-06-05 09:00:00,27.3,58,0.0,9.1,0,1008.2
2022-06-05 10:00:00,30.2,44,0.0,8.4,0,1008.0
2022-06-05 11:00:00,33.0,33,0.0,6.8,0,1007.7
2022-06-05 12:00:00,35.4,26,0.0,6.1,0,1007.4
2022-06-05 13:00:00,36.8,22,0.0,8.4,0,1007.0
2022-06-05 14:00:00,37.4,19,0.0,11.6,0,1006.4
2022-06-05 15:00:00,37.0,15,0.0,14.6,0,1006.3
2022-06-05 16:00:00,37.2,14,0.0,12.9,0,1005.8
2022-06-05 17:00:00,36.9,13,0.0,13.0,0,1005.3
2022-06-05 18:00:00,36.0,12,0.0,11.9,0,1005.3
2022-06-05 19:00:00,34.7,13,0.0,10.7,0,1005.5
2022-06-05 20:00:00,32.1,17,0.0,8.9,0,1005.9
2022-06-05 21:00:00,30.0,36,0.0,15.0,0,1007.2
2022-06-05 22:00:00,29.1,40,0.0,14.7,0,1007.9
2022-06-05 23:00:00,27.8,45,0.0,10.4,0,1008.0
2022-06-06 00:00:00,26.6,50,0.0,9.9,0,1008.0
2022-06-06 01:00:00,25.3,57,0.0,9.4,0,1007.8
2022-06-06 02:00:00,24.2,62,0.0,8.6,0,1007.6
2022-06-06 03:00:00,23.7,67,0.0,11.1,0,1007.5
2022-06-06 04:00:00,23.1,70,0.0,7.6,0,1007.6
2022-06-06 05:00:00,22.4,74,0.0,6.7,0,1007.6
2022-06-06 06:00:00,21.7,78,0.0,7.8,0,1007.4
2022-06-06 07:00:00,22.4,76,0.0,9.4,0,1007.9
2022-06-06 08:00:00,23.9,69,0.0,8.2,0,1008.3
2022-06-06 09:00:00,26.3,57,0.0,6.3,0,1008.3
2022-06-06 10:00:00,29.0,44,0.0,4.7,0,1008.0
2022-06-06 11:00:00,31.7,35,0.0,5.0,0,1007.6
2022-06-06 12:00:00,33.9,28,0.0,7.2,0,1007.5
2022-06-06 13:00:00,35.4,25,0.0,11.2,0,1007.0
2022-06-06 14:00:00,36.0,23,0.0,15.3,0,1006.6
